,Name,Comment,Time,Likes,Reply Count
6044,Pedro Vieira,"É nítido quê o mendigo mesmo após a agressão ficou apaixonado pelo momento quê teve com a mulher, percebe-se pelas palavras é o olhar dele quando se refere a mulher.",2022-03-24T13:18:26Z,0,0
6045,Luciana Almeida,Parabéns pra vcs q deram oportunidades a esse homem. Q Deus abençoe muito.,2022-03-24T13:18:26Z,1,0
6046,MATHEUS ®©,"deviam tá fumando um baseado juntos,ninguém fala nada com nada.",2022-03-24T13:18:22Z,0,0
6047,Ronão Fla,"Ele não se recorda de ter rolado no chão prq ele foi nocauteado,e pode está um pouco confuso ainda sobre oq está acontecendo...",2022-03-24T13:18:22Z,0,0
6048,Honorato Filho,"ISSO É UM DOIDO KKKKK,DOIS DOIDO SE ENCONTROU O MENDIGO E A MISSIONÁRIA KKKKKK",2022-03-24T13:18:20Z,0,0
6049,Joao Neto Ferraz,Ele disse q não era ele no carro branco. E quem era então?🤔,2022-03-24T13:18:17Z,0,0
6050,Vera Lopes,Parabéns!!! Ótima entrevista,2022-03-24T13:18:16Z,0,0
6051,Beni MMDC,Tá apaixonadinho na mulher! Ô mô Deus!,2022-03-24T13:18:14Z,0,0
6052,CANTOR VICTOR ROCHA,"O cara tinha tomado carote, claro que não lembra a cor do carro, sem contar que deveia estar uns 10 anos se secho kkk Ele viu a princesa e delirou achando que estava num filme hahahahahha",2022-03-24T13:18:13Z,0,0
6053,Ana Beatriz,Kkkkkk parece piada,2022-03-24T13:18:11Z,0,0
6054,Murumur -Clash of clans,#GivaldoParaPresidente,2022-03-24T13:18:09Z,0,0
6055,Dr. felipe hilton,"Resumo. Ele moço é um galanteador, experiente de vida. Ajudou a moça, teceu palavras belas, e conseguiu seduzir a mulher, que possivelmente estava se achando carente de atenção e cuidados. Foi algo que não podemos explicar, porém, ele não tem culpa.",2022-03-24T13:18:08Z,0,0
6056,Carlos Luiz Ferreira Júnior,"Queiroz,
Adélio Bispo, 
Lazaro, 
Mendigo Transudo...

Sempre os mesmos enredos, as mesmas pontas soltas e o mesmo curral eleitoral político... 

Quanto vale ser presidente ?",2022-03-24T13:18:07Z,0,0
6057,Na casa dos Krämer's,falar do voto no Bolsonaro foi um tapa na cara do metrópoles kkkkk adorei,2022-03-24T13:18:06Z,0,0
6058,Milla Badu,A cara do cara de xadrez kkkkkkk 17:11,2022-03-24T13:18:05Z,0,0
6059,Washington Santos da silva,"Esse cara é uma lenda, tem que dar um prêmio pra ele..",2022-03-24T13:18:00Z,21,2
6060,Washington Santos da silva,"@Cezar Silva kkkkkk verdade,,",2022-03-24T15:06:01Z,0,
6061,Cezar Silva,Acho que ele ganhou o prêmio antes kkk,2022-03-24T14:04:41Z,2,
6062,eduardo paim,Ladino! 🤣 Por isso levou a fitness pro estouro! 🤣🤣,2022-03-24T13:18:00Z,0,0
6063,DAVID LUCKAS CHANNEL,Olha a oratória do cara kkkk,2022-03-24T13:17:59Z,0,0
6064,sonysta joga gameplays sem comentários,Que mundo é este que vivemos em que uma pessoa trai o companheiro independente se é mendigo ou não não importa e isso vira matéria e as pessoas curtem e admiram esse tipo de coisa independente da conduta do marido não justifica este ato as pessoas cada dia que passam perdem mais a empatia pelo próximo,2022-03-24T13:17:58Z,0,0
6065,IMPÉRIO PAGODÃO,"O Gilvaldo tem um bom papo, por isso a mulher ganhou a mulher do personal. kkkkk",2022-03-24T13:17:55Z,0,0
6066,MusicandoRIO Escola de Música,Eu estou apaixonado so pela forma e eloquência em falar... Possivelmente um  próximo deputado do Brasil.,2022-03-24T13:17:52Z,0,0
6067,Sergio Silva,Se é louco kkkkk essa historia rendeu,2022-03-24T13:17:51Z,0,0
6068,Iza sousa,Continuo achando que há qualquer coisa esquisistranha  nessa história.,2022-03-24T13:17:50Z,1,0
6069,Geanderson de Jesus,"Porra, fala melhor do que eu !",2022-03-24T13:17:49Z,0,0
6070,ildenei costa rodrigues,Vc deveria respeitar e largar de falar do corpo da mulher.,2022-03-24T13:17:43Z,0,0
6071,gisto  silver,ESSE CARA FOI TACHADO DE MENDIGO KKKKKK ESSE CARA E UNS (DOS) MAIS RICO QUE EXISTE!,2022-03-24T13:17:42Z,0,0
6072,Luciana Barbosa,Cortaram o tempo todo. Ficou muito confuso.,2022-03-24T13:17:40Z,0,0
6073,Rafa Cangussu,Oooo quer uma Varilux Transistion... O cara manja.... Ela vai atrás dele ... Certeza.... O cara e leal ... Se fosse traía a família dele já tinha vindo pra denegrir ele... E nítido que o cara não se apega a coisas materiais ... Resumindo: esse cara merece ser feliz....  Boa sorte pra ele...,2022-03-24T13:17:27Z,0,0
6074,Edson Meireles,"Isso nos ensina, não devemos julgar o livro pela capa, mas pelo seu conteúdo.",2022-03-24T13:17:27Z,0,0
6075,Jailson Lameu,Não é a toa . O cara tem lábia .,2022-03-24T13:17:23Z,0,0
6076,Evelyn Bergmann,"O entrevistador com vontade de rir..🤭🤣
Eu estou impressionada, a oratória dele é muito boa.",2022-03-24T13:17:23Z,3,0
6077,Herisson Santos,"Só fico vendo em vários comentários como o brasileiro é facilmente passado nos lábios! Povinho triste, gente!",2022-03-24T13:17:18Z,0,0
6078,Davi Ferreira,Impressionado com o intelecto do Sr Gilvaldo. Merece sim tudo de bom que a vida tem para oferecer. Respeitou o tempo todo a imagem de todas as pessoas em que teve contato e que o ajudaram na vida.,2022-03-24T13:17:16Z,19,0
6079,Eliane Almeida Tiengo,Será que é esse mesmo os dentes muito diferente,2022-03-24T13:17:14Z,0,0
6080,Vini,"Depois de uma entrevista dessa, o fitness vai matar esse cara. 
Ele é um cara inteligente, e a inteligência sempre vence os músculos com relação as mulheres. 
Eu sou um cara forte e atletico, mas isso nunca foi um diferencial para me relacionar ou manter um relacionamento.
É uma pena que algo assim aconteça em um casamento, mas garanto que serviu de aprendizado ao casal e a muita gente.",2022-03-24T13:17:12Z,0,0
6081,Cleiton André,O cara tá conseguindo enrolar todo mundo aqui nos comentários.,2022-03-24T13:17:09Z,0,0
6082,Monica Santana,"Que  bom!!!
Tomou banho😄",2022-03-24T13:17:08Z,0,0
6083,Jacqueline Braga,Parece locutor de rádio,2022-03-24T13:17:04Z,0,0
6084,Maria Leiliany,História  impressionante,2022-03-24T13:17:03Z,0,0
6085,Luísa Araújo,"vei, que homem descarado kkkkk",2022-03-24T13:16:59Z,0,0
6086,Arianna Maio,È tão bom qe tu mendigo.,2022-03-24T13:16:57Z,0,0
6087,Erineide Santos,Parabems metropólis👋👋,2022-03-24T13:16:52Z,1,0
6088,Sérgio,O cara virou uma celebridade.,2022-03-24T13:16:51Z,0,0
6089,Sol Ribeiro Confeitaria Artesanal,Que homem inteligente,2022-03-24T13:16:50Z,0,0
6090,Nadia,"Ta explicado! O cara é mendigo e feio mas tem talento com as palavras, sabe se colocar e se expressar, isso é o que falta em muito homem hoje que quando abre a boca só sai merda!",2022-03-24T13:16:49Z,1,1
6091,Karoll Oliveira,"Não achei ele feio, só não é bem cuidado.",2022-03-24T13:26:45Z,0,
6092,Sabe O Que Eu Acho,"A vida como ela è o mendigo tem um portugues claroe  se expressa melhor que a ""doutora"" Deolane que è uma mendiga da lingua portuguesa.",2022-03-24T13:16:45Z,1,0
6093,Tora Madeira,Mandem esse vídeo pro corno.pra vê se ele se convence.,2022-03-24T13:16:45Z,0,0
6094,Daiane Furlan,Os três maluco precisam de tratamento,2022-03-24T13:16:43Z,0,0
6095,Maranhãozim oficial,e o Rapaz fala bem! uma baita história véi!,2022-03-24T13:16:40Z,0,0
6096,cinthia meier.,Gostei de ouvir o raciocinio dele...ele fala muitas verdades.,2022-03-24T13:16:39Z,0,0
6097,CASA DA ÁRVORE PET.,Só pergunta chata,2022-03-24T13:16:38Z,0,0
6098,Karine Stéfany,18:05 ele falando ´´a queima daquele amor``. Rachei kkkkk,2022-03-24T13:16:35Z,0,0
6099,flavia paula,"Mendigo Bolsonarista kkķkkk essa história está estranha, dizendo que as filmagens eram de outras pessoas, mas nem o marido, nem a mulher negaram as imagens do vídeo,  só ele, ainda envolve política no assunto .... sei não.",2022-03-24T13:16:35Z,1,0
6100,Vinicius Oliveira Freitas da Silva,Imagina o marido assistindo esse vídeo kkk,2022-03-24T13:16:30Z,0,0
6101,gaby_gamer_9 ,"Chocada, não com o entrevistado, mas com os comentários, nítido um homem mentalmente perturbado, uma história fantasiada, expondo uma mulher que nitidamente não estava bem psicologicamente. Qualquer pessoa teria a mesma reação que o marido teve.",2022-03-24T13:16:29Z,6,3
6102,Noemia Ribeiro,Exatamente,2022-03-24T13:38:00Z,0,
6103,Lulu Hcs,"Vdd, e o povo caindo no papo fácil, sem nem questionar. Enganar ia muita gente do comentário fácil. Principalmente, mulher que a maioria é carente e agem na emoção....",2022-03-24T13:29:37Z,0,
6104,Aldo Gomes,pelo menos uma pessoa sensata aqui!!!!,2022-03-24T13:27:15Z,0,
6105,Ary Santtos,"Pra mim, esse senhor tem algum distúrbio. Em  21:58 o repórter pergunta : E ela não disse nada? Givaldo: E nem ele! Eu nunca ouvi a voz dele. E ela tem uma voz doce, envolvente, uma pele macia e quente ela tem tudo de que uma mulher... então ele é interrompido. Gente, ele fala bem! Mas, eu acho ele não é muito normal da cabeça. Nada haver essa resposta. A pergunta era outra coisa e ele colocou a pele macia e quente dá mulher. ham!? Tão dizendo que  ela não é normal, ele também não gira bem.
Pra mim os dois não giram bem. mas, se atraíram um pelo outro. Ele é bom de papo e ela achou ele interessante. Ninguém é culpado na minha opinião. O marido deveria pagar na justiça por agressão. Ou ele vai sair batendo em quem a mulher dele ficar???",2022-03-24T13:16:29Z,0,1
6106,Sabe O Que Eu Acho,Tb acho.,2022-03-24T13:19:33Z,0,
6107,Bia lyrio,A entrevista de milhões,2022-03-24T13:16:27Z,0,0
6108,Nida Cardoso,Se expressa muito bem!,2022-03-24T13:16:26Z,1,0
6109,FABIO C.S Bolsonaro,É uma mistura se loucura com sanidade  É uma pessoa indecifrável.,2022-03-24T13:16:24Z,0,0
6110,Pitter Ramos,"Um minuto de silêncio,  máximo respeito cria",2022-03-24T13:16:24Z,1,1
6111,Mariele Almeida,Eu ri nessa parte kkk,2022-03-24T13:56:43Z,0,
6112,Aires Adolfo,"Esse senhor não merece essa situação, que viveu e está vivendo...",2022-03-24T13:16:23Z,0,0
6113,Aline Alves,"Ta doido ,o cara é um cavalheiro,,que encontre um trabalho e siga a vida feliz 🙏🙏",2022-03-24T13:16:21Z,0,0
6114,Erineide Santos,Como esta escrito pra tudo ha um proposito....,2022-03-24T13:16:13Z,1,0
6115,CASA DA ÁRVORE PET.,Deus do céu! Que entrevista chata,2022-03-24T13:16:12Z,0,0
6116,Rafael Felipe,"Gente! Uma coisa que não ficou clara... Como  que eles entraram em um carro vermelho, e o carro do vídeo foi um carro branco???
Ele conversa muito bem, merece sim uma segunda chance!!!",2022-03-24T13:16:11Z,0,0
6117,Glauber Brumer,Mas então pegaram um vídeo aleatório e divulgaram como se fosse dele? Porque ou ele tem problemas mentais (muito provável) e está imaginando um carro vermelho ou a mídia foi enganada pelo vídeo errado.,2022-03-24T13:16:10Z,0,0
6118,Rachel,Grande b*****sta é o exército,2022-03-24T13:16:09Z,0,0
6119,Lili Lima,@Ricardoventura cuida !!!,2022-03-24T13:16:04Z,1,0
6120,Clidenor Pereira,Fala bem deveria ir trabalhar!  Muitos querem e não conseguem,2022-03-24T13:16:03Z,0,0
6121,marli gonçalves,"Eu não ti julgo porque ela foi a errada,mas quem pode julgar é só Deus.mas Deus ti abençoe vc e muito inteligente e cheio de sabedoria.",2022-03-24T13:16:00Z,0,0
6122,Scheila Lotici,Eu acredito nele...mas tô ansiosa pela análise do Ricardo Ventura 😅,2022-03-24T13:15:59Z,1,0
6123,tecgun,"Ele tem um dialeto de político conta a história com palavras que mudam a visão dos tolos que não as entendem o mesmo dialeto apresente uma história crie uma vítima crie um vilão externo se coloque nos papel de herói/vítima. Espero q quem leia este comentário entenda o que eu quero dizer, ele regeu uma típica história da jornada do herói, colocando vários detalhes na história assim dando credibilidade, nunca saberemos a verdadeira história, provavelmente a única culpada nessa história foi a mulher que foi atrás dele.",2022-03-24T13:15:59Z,1,0
6124,Cursos Joao Victor,"15:45 *""Tirei o membro...""* rachei kkkkkk",2022-03-24T13:15:59Z,0,0
6125,Leila rodrigues,"A entrevista dele foi muito melhor que o do Personal,passou uma credibilidade maior.",2022-03-24T13:15:57Z,0,0
6126,Idelfonso Rodrigues,A mulher do personal ficou apaixonada pelo morador de rua . Isso mostra q o amor não ver rosto e nem classe social.,2022-03-24T13:15:56Z,0,0
6127,"De tudo, um pouco !","Eu comentei com meu marido. Que eu achava que esse casal havia armado para o mendigo, eles armaram alguma coisa, e o mendigo foi simplesmente uma pessoa aleatória.",2022-03-24T13:15:56Z,0,0
6128,Rhuana Pacheca,"O cara não é bobo não, da para ver que é esperto. Esse cara vai ganhar ainda em cima dessa história, claramente é alguém que recebeu uma boa educação. Triste em ver que o ser humano chega nesse ponto, preferir viver em situação de rua.",2022-03-24T13:15:54Z,0,0
6129,Paulo Henrique,Bicho já quer comer a Doutora...,2022-03-24T13:15:54Z,0,0
6130,Wallace Rodrigues,Mais legal ainda é ele falar que vota em Bolsonaro neste canal kkkkkk,2022-03-24T13:15:53Z,0,0
6131,Jaime Santos,Esse é maladro,2022-03-24T13:15:51Z,0,0
6132,Canal O Mundo de Blackjeans,Rindo muito ele descrevendo o momento da relacao e o corpo dela kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk!! Aii para!!kkkk,2022-03-24T13:15:46Z,0,0
6133,Karla Correa,Mito!,2022-03-24T13:15:40Z,0,0
6134,Raiane Filgueira,"O rapaz esposo dela entrevistado pelo Léo dias em estúdio e tudo mais, o rapaz por ser mendigo olha a diferença de entrevista.",2022-03-24T13:15:37Z,0,1
6135,Rodolfo Damasceno,Brasil 🇧🇷 kkk,2022-03-24T13:17:15Z,0,
6136,Divina Celia,"Eu não culpo ele ,é um ser humano,pobre,sem oportunidades,e foi tentando,se eu fosse ele teria transado com ela sim, ele não a forçou esse cara o marido,tem que pagar uma indenização pra ele,te garanto ela tbm deve ter gostado,e quem não dá assistência abre concorrência, ele não é um bixo, é um homem",2022-03-24T13:15:35Z,0,1
6137,Divina Celia,"Essa mulher devia ou deve estar carente e nescessitada, se ele tivesse transado com um colarinho branco ou outro cara da posição do marido o desfecho seria totalmente diferente",2022-03-24T13:27:49Z,0,
6138,valter demetrio,Que mendigo bom de lábia 🤣🤣,2022-03-24T13:15:29Z,0,0
6139,Rachel,4:26 até então tive um pouco de respeito mas acabou por aí...,2022-03-24T13:15:27Z,1,0
6140,Antonio Welderson,"No fim da história a mulher provocou toda a situação e nem o homem entrevistado ""mendigo"" e nem o marido colocam a culpa nela, os dois culpam um ao outro. O que essa mulher tem?",2022-03-24T13:15:27Z,0,0
6141,EVERSON LIMA,Falar bem nem sempre significa ser boa pessoa.,2022-03-24T13:15:26Z,0,0
6142,joinha negativo,Tão gentil deve ta querendo segundo round,2022-03-24T13:15:26Z,0,0
6143,Noiva de Cristo,😂🤣🤣🤣 ele é bem legal. kkk,2022-03-24T13:15:26Z,0,0
6144,Monike Frazao,"Esse homem é esquizofrenico,quem não tá vendo isso? E a moça que fez isso tbm é por isso se atraiu por ele,porq um doido conhece outro",2022-03-24T13:15:24Z,0,0
6145,ildenei costa rodrigues,Vc estar ferido no corpo e o marido dela na alma.,2022-03-24T13:15:23Z,0,0
6146,Flavio Silva,"NÃO ACREDITO nesse CARA, NEM na MULHER. Os 2 se merecem, pois, possuem graves TRANSTORNOS SEXUAIS. É MUITA MELODIA kkkk",2022-03-24T13:15:22Z,0,0
6147,Selma Rocha,Mais alguém estranhou o fato dele afirmar que o carro era vermelho quando as câmeras mostram nitidamente um carro branco ?,2022-03-24T13:15:20Z,0,1
6148,Gisele Andreolo,Sim e tbm das roupas que elas vestia,2022-03-24T13:38:14Z,0,
6149,Giuliano's Barbershop,"Esse cara merece um trabalho urgente, sabe se expressar muito bem...espero que tudo isso que aconteceu, mude sua vida para melhor",2022-03-24T13:15:16Z,454,28
6150,Ryan Moura,"O cara é um pilantra bom de oratória!
Famoso 171",2022-03-24T15:28:33Z,1,
6151,Ryan Moura,@ANF Deixa de ser ignorante você acha que todas as pessoas só estão nas ruas porque não tem trabalho?,2022-03-24T15:27:11Z,0,
6152,MERCIA VIEIRA PORTILHO,@Gabriel P. 😅😅😅😅🤣🤣,2022-03-24T15:04:42Z,0,
6153,Cristhine F,"@Jessy Silva: Sim tem pessoas q moram nas ruas pq quer, não se dá bem c a família aí prefere sair de casa.",2022-03-24T15:04:04Z,0,
6154,Jessy Silva,"@Cristhine F verdade já vi igreja resgatar pessoas em situação de rua , encontrar a família deles ,pois nem eles sabiam onde eles estavam ,já os davam como falecidos , acolherem , mais com pouco tempo foram pra rua de novo , pois não estam mais acostumados com regras de casa , de horário . Enfim pra alguns , ""alguns "", a rua é liberdade , infelizmente.",2022-03-24T14:41:24Z,2,
6155,Sandra Simos,"@lucaslsb ficar dependendo dos tontos 1 sabonete ,comida",2022-03-24T14:11:38Z,0,
6156,Kelven Mendes,"Sim, profissão nova que os cuckolds inventaram, mas sempre existiu, o famoso COMEDOR DE CASADAS",2022-03-24T14:10:01Z,1,
6157,Alguns shorts,"@ANF com certeza vc nunca parou pra conhecer pessoas em situação de rua. Existem pessoas que tem casa, família, mas já se acostumaram a morar na rua. Falo pq tenho um familiar que mora em situação de rua. Todos já tentaram ajudar mas a pessoa não quis.",2022-03-24T14:06:03Z,1,
6158,Dri F,@Sandra Simos além de tudo é VTzeiro,2022-03-24T14:05:50Z,0,
6159,Dri F,"@Adriano Nascimento ele disse que sempre votou no PT, mas votou no Bolsonaro por causa da facada, mas votará no PT de novo",2022-03-24T14:05:13Z,0,
6160,lucaslsb,@Leni Lange trabalho? Tá mais do q nítido q ele só quer cachaça e mulher casada kkkkk,2022-03-24T14:04:36Z,3,
6161,lilandra Oliveira,"@ANFMas tem uns que não querem não,passo na Record uns que a família busca eles cuida ,e eles fogem de novo, para viver na rua.",2022-03-24T14:04:34Z,0,
6162,forasteiro,"@Adriano Nascimento se fosse bolsonarista não seria mendingo, seria empresário bem sucedido, pq nós de direita somos vencedores",2022-03-24T14:03:30Z,2,
6163,forasteiro,"Não trabalha pq não quer, emprego tem bastante",2022-03-24T14:02:40Z,1,
6164,Canal Cultural Arte Em Ação,"@Leni Lange Ao invés de aponta o dedo vai lá ajuda se tive condições, se não emana boa energia pra ele e cala a boca e não fala nada cuida da sua vida",2022-03-24T14:02:35Z,0,
6165,Halê Maranhão,Vdd,2022-03-24T14:02:27Z,0,
6166,Canal Cultural Arte Em Ação,@Leni Lange Para de julgar as pessoas vc nem o conhece coisa ridicula,2022-03-24T13:59:19Z,0,
6167,Fabio Cavalcante,"Se der trabalho pra ele provável que vai aprontar alguma coisa, pessoas assim já tiveram mts oportunidades e sempre caminham pelo lado errado",2022-03-24T13:57:09Z,4,
6168,Gabriel P.,Na Brasileirinhas ele pode encontrar um trampo bom,2022-03-24T13:56:12Z,1,
6169,Renato Douglas,@Vinícius Santos da Silva kkkkkkk,2022-03-24T13:51:58Z,0,
6170,Lu Santos,Fala muito bem sabe se expressar,2022-03-24T13:51:18Z,1,
6171,Sandra Simos,"Que mendigo que falaaaaaaaaaaaaaaaaaa,era pra falar apenas do caso",2022-03-24T13:51:06Z,3,
6172,Cristhine F,"@Leni Lange: Sabia que tem gente q mora na rua por opção? De repente ele seja o tipo de cara q não se dava bem c a família e tem vícios tipo drogas, álcool e preferiu sair de casa. Tem cara viciado q vive morador de rua pq os familiares não aguentam a convivência q e difícil",2022-03-24T13:51:06Z,10,
6173,D'Cassio,Comeu a casada e vai ficar milionário,2022-03-24T13:49:10Z,4,
6174,Vinícius Santos da Silva,"Ele já tem, ele é comedor de casadas 🤣🤣🤣🤣",2022-03-24T13:48:15Z,8,
6175,ANF,"@Leni Lange não, mora na rua porque é legal... Me poupe, né?",2022-03-24T13:46:23Z,18,
6176,Adriano Nascimento,Mendigo bolsonarista,2022-03-24T13:44:15Z,5,
6177,Leni Lange,Sera que ele quer trabalhar??,2022-03-24T13:20:09Z,25,
6178,Matheus moreira,Até eu caia nas cantadas dele 🤣🤣🤣 pqp.kkkkkk,2022-03-24T13:15:15Z,0,0
6179,Carlos Magno,Pra que esse 1 minuto de silêncio? Kkkkkkkkkk Esse cara é Planaltina demais,2022-03-24T13:15:09Z,0,0
6180,Leni Lange,Que Babado forte kkkkkkks ho louco,2022-03-24T13:15:05Z,1,0
6181,GB Games,Kkkkkk muito doido,2022-03-24T13:14:59Z,0,0
6182,Inocencia Camargo,A entrevista mais esperada tem que ir no podepah,2022-03-24T13:14:59Z,1,0
6183,Angelo Doreto,"O mendigo está certo,  tem que plantar o saco na esposa do playboy mesmo",2022-03-24T13:14:55Z,0,0
6184,Eliane Alves pires,Nossa como ele fala bem estou impressionada.que história e essa meu DEUS não estou entendendo mais nada,2022-03-24T13:14:50Z,1,0
6185,Alpha & Ômega ASMR,ele quis manter uma postura mais culta mais na hora de falar do vuco vuco ele se soltou kkkkkkkkkkkk,2022-03-24T13:14:47Z,0,0
6186,Allan Leite,Kkkkkk  cheio de marra esse mano mendigo 😂 Givaldo pé de mesa kkkk,2022-03-24T13:14:46Z,0,0
6187,zHIQUE TGT jogos,"Só um adendo , muito esperto esse moço.  MAS se não é ele nas imagens,  ele só trocou soco ... como explica essa custela machucada , não seria os chutes das imagens do chão??  muito cuidado ao julgar ,e tambem em confiar.",2022-03-24T13:14:46Z,0,0
6188,Telma Almeida,"Esperei tanto por uma entrevista com o morador de rua,e me deparei com uma entrevista de aplausos pela sabedoria de palavras.",2022-03-24T13:14:38Z,3,1
6189,Lou filmes,Vixi kkkkk,2022-03-24T13:54:28Z,0,
6190,Nayara Belisario,O cara apaixonou kkkkkkkkkk,2022-03-24T13:14:36Z,0,0
6191,Noelya Andressa,Tem mal que vem pra o bem nesse caso custou uma infidelidade a mulher viu Deus no rapaz e foi praticar sexo  por ai da pra ver que a mulher esta doente da mente culpa dessa cambada de religiosos que acham no direito de manipular as pessoas e transformar  nisso ai a mulher tem problemas serios   e precisa de ajuda nao de pastor nem de biblia  pois a biblia aplicada de ou ler de forma errada gera esses transtornos eu ja fui religiosa fanatica  e vi pessoas que ficaram doidinhas varridas,2022-03-24T13:14:34Z,0,0
6192,Jane Madre Machado Sander,Deus te cuide irmão!,2022-03-24T13:14:33Z,0,0
6193,sabrina silva,"ele parece ser uma pessoa boa, precisa de oportunidades na vida!!",2022-03-24T13:14:32Z,0,0
6194,Motivações para todos os dias,"Caraca, o cara tem coragem, disso não posso negar... Falou tudo e ao meu ver, e se existe um culpado(a) é visível com detalhes de fatos que foi a moça quem procurou... De outra forma fosse, esse sujeito já era pra estar atrás das grades e não é isso que estamos vendo....",2022-03-24T13:14:25Z,0,0
6195,Luise Roberta Dos Santos Silva,Num acredito que ele morava em Peruíbe 🤭,2022-03-24T13:14:24Z,0,0
6196,Zero Rockman,"logo logo sai candidato a alguma porra, e brasileiro como é trouxa vai votar",2022-03-24T13:14:24Z,0,0
6197,Mais QCar,Ja tá conhecido até na Califórnia! Esse dai aproveitou bem ! Kkkkkkkkk,2022-03-24T13:14:21Z,0,0
6198,Lu ✌,"Deus abençoe que consiga um trabalho e tenha casa, alimento, familia!
De um mal que vira para o bem, Deus tem o melhor para esse moço, me emocionei com a história dele, quando disse que precisa de óculos e trabalho.",2022-03-24T13:14:16Z,1,0
6199,Gabi Tavares,Kkkkk o palhaçada,2022-03-24T13:14:16Z,0,0
6200,Zoro,Chocada,2022-03-24T13:14:15Z,0,0
6201,Investidor paulista,"ELE FALA MELHOR Q O MORO

DEVIA SE CANDIDATAR A PRESIDENTE",2022-03-24T13:14:13Z,0,0
6202,Eliana Rodrigues,"Meu Deus, que história😮 tô passada! 
Tomara que ele consiga trabalho e uma oportunidade na vida.",2022-03-24T13:14:10Z,30,2
6203,VAICORINTHIANS sccp,Ele tem cara que não gosta de trabalhar somente comer as mulher dos outros kkkk,2022-03-24T14:02:02Z,0,
6204,Rosane Alves Foxterdalle,Ele tem que se tratar primeiro 👍🏼,2022-03-24T13:48:52Z,0,
6205,Luciana Barbosa,"Não consegui entender, acho que cortaram o início da história, e pularam lá pra parte da polícia 🙄 ficou confuso",2022-03-24T13:14:06Z,0,0
6206,ElyEly ElyEly,Eu sou mulher e levanto 3 horas da manhã bora trabalhar e me sustentar.Puta merda tanta idiotices.Dá nojo só de ouvir.,2022-03-24T13:13:55Z,0,0
6207,Cleide Aparecida,De malandro o mundo está cheio,2022-03-24T13:13:53Z,0,0
6208,Lourdes Assis,"Gilvaldo é um ser humano incrível, que fala muito bem,e espiritualmente é um cara de Deus. 
Tudo o que eu desejo a ele é que ele encontre um trabalho para viver dignamente e o mais rápido possível para ele sair das ruas. Ele merece o melhor.",2022-03-24T13:13:51Z,1,0
6209,Victor Salgado,"O cara é um Mistura de Bukowski e Nelson Rodrigues. Ainda elogia as características físicas da ""amante"" como se fosse o deus Eros nos contos de Platão, ou a beleza material nos poemas de Homero. 🤣 🤣 😂

Eu sempre falo, a nobreza não está no status social, mas na alma. Já vi muitos mendigos com espírito nobre e muitos nobres com o espírito de porco.",2022-03-24T13:13:51Z,0,0
6210,ildenei costa rodrigues,Esse  morador de rua aí debocha do marido,2022-03-24T13:13:50Z,1,0
6211,Gabrielly Ferreira,Vou curtir só porque é Bolsonarista kkk,2022-03-24T13:13:49Z,0,0
6212,Fernando César Ferreira Gonçalves,Depois desse discurso...tô com dozinha desse rapaz ... Affff coitadinho dele coitadinha da mulher.....errado é marido traído... faça me um favor.....,2022-03-24T13:13:47Z,1,0
6213,Ismael dias,"Um mendigo que fala tão bem da Bíblia e comete adultério, achando que não será julgado por isso pq é morador de rua pagará o mesmo preço",2022-03-24T13:13:46Z,0,0
6214,Marcia bunny animatronic,Veioooo o cara fala melhor q muito gente estudada,2022-03-24T13:13:44Z,0,0
6215,Denise Silvany,Mais ela seguro tinha dinheiro para um motel,2022-03-24T13:13:41Z,0,0
6216,Leandro Hipólito Campos,"Bem inteligente e articulado. No entanto, claramente sofre de transtornos mentais. Possivelmente a causa de estar em situação de rua",2022-03-24T13:13:39Z,8,4
6217,Leandro Hipólito Campos,@JbassYtB agora faz todo sentido kkk,2022-03-24T14:02:12Z,0,
6218,JbassYtB,"@Leandro Hipólito Campos a mulher do personal doida, arrumou outro doido e o marido que estar errado. O marido errado em continuar com essa mulher",2022-03-24T13:46:15Z,1,
6219,Leandro Hipólito Campos,"@Ivanildo Sales falou muitas verdades, porém reparou como ele se perdia nos assuntos diversas vezes? Tinha dificuldade de se manter em um tema e, por vezes, começava a discorrer sobre assuntos sem conexão? De fato, ficou feio para o marido",2022-03-24T13:41:57Z,0,
6220,Ivanildo Sales,Kkkkk. Transtornos e. O cara só falou a verdade.  Ficou  veio  pro marido depois dessa entrevista,2022-03-24T13:26:21Z,1,
6221,Pablo Rocha,A quantidade de mulher nos comentários elogiando ele explica muita coisa. Hahahahahahahaha.,2022-03-24T13:13:37Z,2,1
6222,WRO,Hahahahaha,2022-03-24T13:14:16Z,1,
6223,klaylana silva,"É A ENTREVISTA COM MAS PIIII QUE EU JÁ VI, CONSTRANGEDORA, ELE TBM TÁ CONFUSO. QUEM DISSE QUE PESSOAS COM ALGUM PROBLEMA MENTAL NÃO SÃO ARTICULADOS.",2022-03-24T13:13:35Z,10,0
6224,miguezlunna,Mano............,2022-03-24T13:13:34Z,0,0
6225,Vini,Kkkk esse é o verdadeiro 171,2022-03-24T13:13:33Z,0,0
6226,Vanda Ferro,"Ele fala muito bem,ela ficou apaixonada.",2022-03-24T13:13:22Z,0,0
